"V1","ParticipantID","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","Sex","ID","trap2","trap2_item","friend_name","X"
70,623,3,2,3,4,2,5,4,4,5,5,5,2,1,-1,1,1,2,2,2,5,4,5,4,4,4,5,3,4,5,4,6,4,6,4,7,5,3,7,3,3,2,3,3,2,5,3,4,2,5,2,6,5,2,5,3,3,3,5,1,2,3,6,2,5,2,7,3,7,1,7,7,2,1,3,1,7,2,6,"Female","phase_017_subj_152",NA,NA,"张",NA
71,664,4,3,3,3,2,2,4,3,4,4,5,2,1,-1,-1,-2,1,2,2,4,4,5,5,3,2,4,4,4,4,2,4,4,4,4,1,4,4,6,3,3,6,4,5,3,5,2,4,2,3,3,4,7,2,6,2,3,7,3,3,4,7,6,2,6,3,6,7,7,2,5,5,3,3,5,3,6,2,6,"Female","phase_017_subj_156",NA,NA,"刘",NA
72,32,7,5,5,4,5,5,4,4,4,5,4,2,1,1,2,-1,1,2,2,5,3,5,4,4,4,3,4,3,4,3,5,7,7,4,7,8,8,6,6,5,5,6,6,4,7,5,6,4,6,5,4,4,6,6,5,7,3,6,5,6,3,7,4,6,6,7,6,6,7,6,3,3,6,7,7,7,4,7,"Female","phase_017_subj_5",NA,NA,"韩",NA
73,688,4,3,4,3,2,4,3,4,3,4,5,3,2,2,-1,-2,1,2,2,5,5,5,5,5,5,5,4,4,5,6,8,8,7,3,3,7,9,8,6,4,6,5,4,2,6,2,3,3,6,2,6,2,3,3,6,2,6,1,4,4,3,3,2,6,5,6,7,7,1,5,5,2,1,6,4,5,5,6,"Male","phase_017_subj_166",NA,NA,"康",NA
74,441,5,5,5,4,5,5,2,3,4,4,4,2,1,-1,2,1,2,2,2,4,4,4,3,3,4,3,4,4,4,5,6,7,7,6,4,6,7,8,5,3,3,3,6,1,5,3,4,3,4,3,5,2,2,3,5,2,3,3,3,4,3,3,2,6,3,7,5,6,5,6,7,1,2,7,2,7,3,5,"Female","phase_017_subj_106",NA,NA,"孙",NA
75,90,5,5,5,3,2,2,2,4,4,4,4,1,2,-1,1,1,1,2,2,5,4,5,5,4,4,4,4,5,4,6,4,4,7,6,5,7,6,7,5,5,2,5,3,3,2,2,5,3,3,3,5,2,3,5,5,3,2,3,3,3,3,6,5,5,3,5,3,6,3,3,6,3,3,6,6,7,3,5,"Female","phase_017_subj_22",NA,NA,"赵",NA
76,395,6,5,6,6,5,4,1,4,4,4,4,-1,1,2,1,2,2,3,1,4,5,5,5,5,3,4,4,4,4,6,7,4,6,3,8,6,8,5,2,5,3,6,6,3,6,3,6,5,6,5,5,1,5,3,4,6,2,6,6,3,4,5,3,6,5,6,5,6,3,5,5,7,4,5,6,4,2,7,"Female","phase_017_subj_95",NA,NA,"李",NA
77,401,5,4,4,3,2,3,4,4,4,4,4,-1,1,-1,1,-1,1,1,1,4,4,4,4,3,3,3,4,4,3,5,4,4,5,3,5,4,3,5,5,5,5,4,4,3,3,5,4,4,3,3,3,4,5,4,3,4,3,3,3,3,3,3,3,3,3,3,3,6,3,3,6,5,3,3,3,3,3,3,"Female","phase_017_subj_99",NA,NA,"张",NA
78,656,5,3,3,2,1,5,2,2,5,5,5,1,-2,-1,3,-2,-2,1,2,4,4,3,5,5,2,3,2,4,2,1,4,3,6,4,3,5,4,5,5,3,6,4,6,6,1,1,4,2,2,2,6,3,4,3,2,6,1,2,1,1,5,1,2,5,1,6,2,1,7,1,7,2,4,3,7,7,2,4,"Male","phase_017_subj_155",NA,NA,"唐",NA
79,226,5,4,5,4,3,4,3,4,4,4,4,-1,2,-1,3,-1,1,2,1,5,4,4,4,3,3,4,3,4,4,3,4,5,5,6,4,7,8,5,5,5,4,4,5,5,6,1,4,3,4,3,4,2,3,4,4,5,5,4,3,3,4,4,3,6,6,5,7,6,6,6,4,3,3,4,2,7,4,6,"Male","phase_017_subj_53",NA,NA,"余",NA
80,74,3,3,3,4,3,2,3,4,4,4,2,2,-1,-1,1,-1,-2,-2,1,2,4,3,2,2,3,2,2,2,4,6,5,4,4,6,5,4,5,5,6,4,3,4,5,4,3,5,3,5,3,6,5,7,3,5,1,7,4,5,7,2,7,2,6,4,7,4,7,5,7,6,7,7,5,7,7,7,7,1,"Male","phase_017_subj_16",NA,NA,"郑",NA
81,82,3,3,3,2,3,3,3,2,4,4,4,1,-2,-2,-2,-2,1,1,2,5,4,5,5,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,5,2,4,3,3,4,4,5,2,3,3,5,2,5,6,4,5,3,3,2,3,3,2,3,7,4,7,7,7,3,6,7,2,3,6,1,7,6,3,"Female","phase_017_subj_19",NA,NA,"李",NA
82,347,5,5,6,4,4,4,4,5,3,4,5,2,-1,1,-1,1,2,3,2,4,4,4,4,3,4,3,4,4,3,6,5,4,6,5,6,7,7,8,6,4,4,5,4,5,5,7,4,5,5,1,7,4,3,4,4,7,4,4,5,4,4,2,4,5,4,6,4,7,7,4,6,4,4,7,7,7,4,4,"Female","phase_017_subj_77",NA,NA,"杨",NA
83,490,5,5,5,5,4,4,3,4,5,5,4,2,-2,2,1,2,2,2,2,4,4,5,5,4,4,4,4,4,4,7,7,7,8,7,7,8,8,8,5,5,4,5,5,3,6,6,5,4,4,3,6,2,3,5,4,3,5,4,2,5,2,4,3,5,3,6,7,4,7,3,7,7,3,6,2,6,3,4,"Female","phase_017_subj_122",NA,NA,"刘",NA
84,123,4,3,3,4,3,2,3,3,4,3,3,1,-1,1,1,-1,1,1,1,4,4,4,3,4,4,4,4,4,4,4,5,4,7,6,4,6,6,6,5,4,5,4,5,3,4,5,4,3,4,3,5,4,4,3,4,3,5,3,4,5,3,4,3,5,3,5,4,7,5,4,4,4,4,4,7,4,4,5,"Male","phase_017_subj_35",NA,NA,"商",NA
85,533,2,2,2,2,2,4,3,2,4,4,4,2,-1,2,2,-1,2,2,2,4,4,4,4,4,4,4,3,2,4,4,5,5,5,4,4,5,5,5,5,3,5,3,5,5,3,5,3,3,3,5,5,3,4,3,3,5,5,5,3,3,3,3,3,5,3,5,5,5,3,3,5,3,3,5,3,5,3,5,"Female","phase_017_subj_128",NA,NA,"罗",NA
86,490,6,5,6,5,5,5,4,4,5,4,5,2,2,3,2,1,3,3,2,4,5,5,4,5,4,5,4,5,4,8,7,8,7,6,6,7,6,8,6,6,5,6,7,5,6,5,7,7,6,6,6,5,5,6,5,5,7,6,5,6,5,5,6,7,5,6,7,6,6,5,7,7,5,6,2,7,6,6,"Female","phase_017_subj_123",NA,NA,"吴",NA
87,598,2,2,2,1,2,4,2,2,5,5,5,1,2,-2,-1,-2,1,2,-1,5,4,5,4,4,4,3,3,3,4,2,7,3,5,5,2,5,5,5,6,1,5,3,2,2,6,5,2,1,3,2,4,2,3,5,6,2,3,2,2,3,2,2,1,6,3,7,4,6,3,3,4,2,2,6,2,7,2,6,"Male","phase_017_subj_145",NA,NA,"何",NA
88,65,6,5,6,5,3,4,1,5,5,5,4,3,3,1,-2,-2,2,3,3,5,4,5,5,4,2,4,2,5,4,5,4,5,4,5,5,5,4,4,6,3,6,6,5,2,5,2,7,3,2,2,7,2,1,3,5,2,3,3,2,2,2,1,2,3,2,5,3,5,2,2,2,3,2,3,1,2,2,1,"Male","phase_017_subj_14",NA,NA,"王",NA
89,461,5,6,6,5,5,4,4,5,4,5,4,2,1,1,2,1,3,2,3,4,3,5,3,4,4,4,5,4,5,6,5,6,7,6,8,6,6,7,5,4,6,6,7,3,6,1,5,6,5,4,5,6,4,4,5,4,6,6,2,3,3,3,2,5,6,7,5,5,7,3,5,6,3,5,3,7,3,6,"Female","phase_017_subj_113",NA,NA,"郑",NA
90,398,6,5,5,5,3,4,4,5,5,5,5,3,3,2,3,-1,1,3,3,5,5,5,5,5,4,4,4,5,4,7,8,7,8,6,8,8,8,8,5,6,4,6,6,2,6,1,7,3,6,2,7,1,6,4,6,5,3,6,1,2,1,1,1,7,1,6,1,7,6,1,1,1,1,1,1,1,2,3,"Male","phase_017_subj_97",NA,NA,"范",NA
91,377,5,4,5,3,3,5,4,4,4,5,4,1,-1,2,1,1,2,2,1,4,3,5,4,2,5,4,4,5,5,7,8,8,8,7,7,6,7,7,5,5,3,6,5,3,6,5,5,4,4,3,5,2,3,4,5,5,3,6,3,3,3,2,3,5,4,6,5,5,6,4,5,5,3,6,3,3,3,3,"Female","phase_017_subj_89",NA,NA,"叶",NA
92,119,6,5,6,6,6,5,4,4,4,5,5,3,1,2,2,2,2,3,3,5,5,5,4,5,5,4,5,5,4,4,4,3,6,7,4,7,6,8,6,7,6,7,7,3,7,1,6,7,7,7,6,6,5,5,7,6,7,7,4,5,2,6,3,6,6,6,7,7,6,6,3,6,5,7,7,7,6,6,"Male","phase_017_subj_32",NA,NA,"徐",NA
93,426,6,5,6,5,4,4,4,5,5,5,5,2,1,2,3,1,3,2,2,4,3,4,4,3,4,4,5,4,4,6,7,7,8,7,8,7,8,6,5,5,5,6,5,4,6,1,6,6,5,5,6,6,4,5,5,5,6,5,3,6,3,4,5,7,5,6,5,6,7,3,6,6,3,6,5,6,4,7,"Male","phase_017_subj_103",NA,NA,"龚",NA
94,463,4,4,4,4,2,4,3,3,3,4,4,1,-2,1,-1,-1,-1,2,2,5,4,5,4,5,2,3,3,2,4,3,4,3,6,3,7,4,6,4,4,6,6,2,4,3,4,1,4,4,4,2,4,3,3,2,4,4,6,2,1,5,3,2,2,5,4,7,3,6,3,6,7,2,3,4,4,7,3,4,"Female","phase_017_subj_114",NA,NA,"李",NA
95,372,7,6,7,7,5,5,3,4,4,4,5,2,3,2,3,1,2,3,3,5,5,5,4,4,4,4,5,5,4,7,8,8,8,7,8,8,8,8,6,4,4,5,5,4,6,5,5,4,4,3,6,2,5,5,4,6,6,3,6,5,5,4,5,6,5,5,5,6,5,7,5,6,6,6,6,6,6,6,"Female","phase_017_subj_88",NA,NA,"艾",NA
96,280,4,4,4,4,3,4,3,4,3,4,5,1,1,-1,1,-1,1,1,2,4,4,5,5,3,2,3,2,3,4,4,6,5,5,6,4,6,6,5,7,4,7,4,7,4,4,7,7,7,4,4,4,4,7,7,4,7,7,4,7,7,4,4,1,7,7,7,7,7,7,4,7,7,7,7,7,7,1,7,"Female","phase_017_subj_64",NA,NA,"曹",NA
97,539,6,5,5,3,2,2,3,3,4,4,4,2,-2,1,1,-1,1,2,2,5,4,5,4,4,3,4,3,4,4,4,6,5,6,3,4,7,7,7,5,5,2,6,5,6,5,6,5,3,5,3,2,5,3,6,2,3,3,6,3,3,7,6,5,6,3,6,7,7,7,7,7,2,7,6,3,7,3,6,"Female","phase_017_subj_133",NA,NA,"包",NA
98,454,5,3,4,4,2,2,3,3,4,4,4,-2,-1,1,1,-1,1,2,1,5,4,5,5,4,3,3,4,2,4,3,6,5,4,3,6,4,6,4,3,5,4,3,5,6,4,7,4,2,3,2,4,6,2,3,4,2,4,6,5,3,6,5,6,7,6,6,6,6,3,6,7,2,5,5,4,7,5,7,"Male","phase_017_subj_111",NA,NA,"刘",NA
99,91,5,6,5,4,3,4,3,5,4,4,4,2,-1,1,2,2,3,2,3,4,5,5,4,4,3,4,3,4,4,6,8,6,7,6,6,7,6,7,4,5,4,6,5,3,6,3,7,5,5,4,5,3,6,6,5,5,5,5,3,6,4,5,5,6,5,5,5,6,3,5,3,3,3,4,3,6,3,6,"Female","phase_017_subj_24",NA,NA,"李",NA
100,686,6,6,5,5,6,4,3,4,4,4,2,2,-2,1,2,2,2,1,1,4,5,3,4,4,3,4,4,3,4,6,7,5,6,5,5,5,7,7,6,4,5,5,2,6,4,7,4,4,4,7,5,4,3,5,5,4,3,5,5,1,6,5,6,5,7,1,7,6,7,6,7,6,6,6,6,6,3,5,"Female","phase_017_subj_163",NA,NA,"裴",NA
101,622,5,5,4,3,2,4,3,2,4,4,4,1,1,-2,1,-2,1,-1,1,4,4,5,5,4,4,3,3,4,4,4,3,3,4,4,2,3,3,4,6,5,2,4,3,3,5,3,3,3,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,4,3,5,6,5,3,7,3,4,2,6,3,5,"Female","phase_017_subj_149",NA,NA,"朱",NA
102,414,3,4,4,5,4,3,3,4,3,4,4,1,1,1,2,1,1,1,1,3,3,4,3,3,2,3,2,3,3,6,7,6,6,6,7,7,6,7,5,2,4,3,5,2,5,5,5,3,2,3,5,5,3,6,4,5,4,6,4,4,3,4,3,5,3,6,4,4,5,3,5,3,3,5,3,5,3,5,"Male","phase_017_subj_101",NA,NA,"陈",NA
103,674,4,4,5,3,3,4,3,3,4,4,5,3,2,1,1,1,1,1,1,5,5,5,5,5,4,4,3,4,4,4,5,5,6,5,4,5,5,5,5,5,4,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,5,3,3,5,3,7,4,6,7,6,4,7,5,6,7,4,3,7,7,6,3,7,"Female","phase_017_subj_160",NA,NA,"薛",NA
104,23,5,5,5,3,2,5,3,4,5,5,5,3,3,1,2,-1,1,2,2,5,5,5,5,5,3,4,3,4,3,6,6,5,6,5,4,5,7,7,4,5,5,5,5,2,5,1,6,3,4,3,6,1,3,4,3,5,3,5,1,1,1,1,1,6,1,6,1,7,1,1,1,1,1,1,1,1,2,6,"Male","phase_017_subj_1",NA,NA,"陈",NA
105,387,4,4,5,4,2,4,3,4,4,4,4,1,1,2,2,2,2,2,3,3,4,5,4,3,3,3,3,3,4,7,6,6,7,6,7,7,7,6,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,5,5,3,4,5,4,5,3,2,4,5,3,4,4,3,5,3,5,3,3,5,3,5,4,5,"Female","phase_017_subj_93",NA,NA,"周",NA
106,23,3,4,3,3,4,4,3,4,4,3,3,1,-1,1,-1,-1,1,1,2,4,4,4,4,2,3,4,3,3,3,5,5,5,6,5,7,5,6,6,5,4,3,5,4,3,5,3,4,3,4,3,5,4,4,4,4,4,5,4,5,4,6,3,3,5,5,5,7,5,7,4,6,7,6,7,7,7,4,3,"Female","phase_017_subj_2",NA,NA,"梁",NA
107,694,3,4,6,5,6,4,2,5,2,3,4,3,2,2,1,3,2,2,1,5,4,2,3,4,5,4,4,3,4,4,6,3,5,4,6,5,4,4,7,2,7,3,6,2,5,2,7,3,6,3,5,2,5,2,6,4,5,2,1,6,3,5,4,6,5,6,5,4,3,5,2,4,4,3,4,7,3,7,"Male","phase_017_subj_167",NA,NA,"王",NA
108,325,3,2,3,3,2,3,2,3,4,2,4,1,-1,-1,1,-1,-1,1,1,4,4,5,5,4,4,4,4,3,3,3,4,4,4,5,4,5,4,5,4,7,4,1,4,1,4,7,4,1,4,1,7,7,4,7,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,4,7,4,7,4,7,"Female","phase_017_subj_73",NA,NA,"刘",NA
109,270,6,5,6,4,3,4,3,4,2,2,5,1,-1,1,2,1,2,2,2,4,3,4,2,4,4,4,3,4,4,6,5,7,8,6,6,7,6,8,5,3,5,4,5,4,4,3,5,2,6,3,4,3,4,4,5,4,5,3,3,6,3,4,3,5,3,4,4,5,3,4,4,2,3,5,2,5,3,4,"Female","phase_017_subj_63",NA,NA,"谢",NA
110,673,3,3,2,2,2,4,4,3,4,4,4,-1,2,-1,2,-2,2,1,2,4,3,5,3,2,3,3,4,3,4,4,5,6,6,5,3,5,6,6,5,2,6,5,6,5,6,3,3,5,6,3,3,3,3,4,6,3,7,5,3,3,2,2,3,6,5,6,5,6,3,3,3,2,3,4,5,5,2,6,"Male","phase_017_subj_159",NA,NA,"潘",NA
111,500,6,6,6,4,6,4,3,4,4,4,4,2,-1,-1,2,1,2,2,2,4,4,4,4,3,4,4,4,4,4,4,6,6,7,7,4,6,7,8,5,3,5,5,5,3,4,5,3,4,4,3,5,3,2,5,4,5,5,5,3,5,5,6,6,6,5,5,5,5,6,5,6,7,6,6,5,5,6,5,"Female","phase_017_subj_124",NA,NA,"梁",NA
112,384,6,6,7,5,5,4,3,4,3,4,4,2,1,3,2,2,3,3,2,5,4,1,4,4,4,4,5,5,5,7,7,8,7,8,8,8,8,7,5,4,5,5,5,4,3,5,6,4,5,3,6,3,5,6,4,5,5,5,3,6,3,3,4,7,4,5,5,7,5,6,5,3,6,6,5,7,5,6,"Female","phase_017_subj_90",NA,NA,"张",NA
113,109,5,5,5,5,5,4,3,4,5,5,5,1,-2,2,2,1,2,2,2,4,4,5,5,4,4,4,4,4,4,8,8,8,8,7,7,8,8,8,5,5,4,5,3,2,6,6,5,3,4,3,6,2,4,6,4,3,6,5,3,5,3,3,5,5,3,5,7,7,7,4,7,7,2,5,2,7,3,4,"Male","phase_017_subj_30",NA,NA,"张",NA
114,398,5,5,4,4,3,4,2,4,4,4,4,2,2,3,3,2,2,2,2,4,4,5,5,4,3,3,1,4,3,7,7,6,8,7,7,8,8,7,6,5,3,6,5,3,6,5,5,3,5,4,5,4,4,5,5,3,5,6,3,5,3,2,3,5,3,4,4,5,5,3,4,3,3,5,3,5,6,5,"Male","phase_017_subj_98",NA,NA,"杨",NA
115,465,4,4,3,3,3,4,3,3,4,4,4,2,3,2,2,1,2,2,3,4,4,4,3,4,4,4,4,4,4,6,6,7,8,6,8,7,7,8,5,4,4,5,5,3,6,4,6,3,5,4,6,3,4,4,4,5,6,4,3,5,4,4,3,5,4,6,4,5,6,4,6,4,3,6,3,6,4,5,"Female","phase_017_subj_115",NA,NA,"吴",NA
116,321,5,5,4,5,3,4,2,5,4,4,5,2,1,2,3,-1,-1,2,2,4,5,5,5,5,4,3,4,4,4,2,4,4,4,4,4,4,3,4,4,6,5,6,6,2,7,1,3,5,5,1,6,2,4,3,5,4,6,2,3,5,2,5,1,7,2,7,7,7,7,7,7,7,1,7,2,7,2,6,"Female","phase_017_subj_71",NA,NA,"邓",NA
117,412,4,4,4,3,3,4,2,3,3,3,4,2,1,1,-1,-1,1,1,1,5,4,4,4,4,4,4,4,4,3,5,6,6,7,5,7,7,7,6,4,5,3,5,5,4,5,5,4,3,4,3,5,3,3,4,4,4,3,5,3,5,3,2,3,5,3,6,5,4,3,2,5,3,3,6,5,5,4,5,"Female","phase_017_subj_100",NA,NA,"王",NA
1,451,6,7,6,5,5,5,3,5,4,5,4,1,2,3,3,1,3,2,2,4,5,1,5,2,1,4,5,5,5,6,6,7,6,7,5,6,7,7,6,6,4,7,6,7,4,1,6,6,5,5,5,7,7,6,6,7,5,6,7,6,6,5,7,7,7,6,7,6,7,7,6,6,7,7,7,5,6,6,"Male","phase_018_subj_70",NA,NA,"刘",NA
2,168,5,5,6,3,3,5,5,5,5,5,5,2,1,3,2,2,3,2,2,5,5,5,5,5,4,4,3,5,4,6,8,5,8,6,8,7,8,8,4,7,3,6,5,6,5,4,6,6,5,6,4,3,6,4,5,5,5,6,6,6,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,"Female","phase_018_subj_26",NA,NA,"彭",NA
3,248,7,6,7,6,6,4,4,5,5,5,4,2,2,3,2,3,2,3,2,5,4,5,5,5,4,4,4,5,4,5,6,6,7,5,5,5,6,6,6,7,6,7,7,6,7,5,6,6,7,7,6,1,4,5,6,7,6,6,3,6,2,6,6,6,7,6,6,7,7,6,6,6,6,7,7,7,7,6,"Female","phase_018_subj_33",NA,NA,"王",NA
4,451,2,2,2,3,2,2,3,2,3,3,4,2,-2,-1,2,-2,1,2,1,5,4,5,4,4,4,4,4,4,4,5,5,4,5,4,3,5,4,6,4,3,2,3,5,3,2,3,5,2,4,3,5,4,3,3,3,4,3,3,4,3,4,3,4,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,"Female","phase_018_subj_71",NA,NA,"林",NA
5,449,4,3,3,2,2,4,2,3,4,4,5,1,-1,1,1,-2,-1,1,1,4,5,5,2,4,4,4,4,4,4,4,4,2,4,4,3,4,5,5,5,5,4,4,6,3,4,4,3,4,4,3,4,4,5,3,6,3,4,5,4,2,4,2,3,6,4,5,6,4,6,5,4,5,3,5,6,5,4,2,"Male","phase_018_subj_69",NA,NA,"叶",NA
6,584,5,5,6,4,5,5,2,4,4,5,4,3,3,2,2,1,2,3,2,4,3,5,2,4,3,4,4,5,3,7,6,6,8,6,7,7,8,8,5,5,5,7,5,5,5,1,6,3,5,3,2,2,5,7,5,5,4,6,6,5,6,7,4,6,6,7,6,6,7,7,6,7,4,7,7,2,4,6,"Male","phase_018_subj_89",NA,NA,"王",NA
7,646,4,3,3,2,2,4,3,4,4,4,4,1,-2,2,1,1,-2,-1,2,4,5,2,2,4,5,5,3,3,4,4,3,6,6,7,6,5,4,4,5,4,4,5,3,3,5,4,3,5,5,4,4,5,6,5,6,3,5,5,3,4,2,2,6,4,3,2,7,5,7,5,6,6,3,5,2,2,5,4,"Male","phase_018_subj_99",NA,NA,"余",NA
8,85,6,5,6,4,5,4,4,4,4,4,4,2,2,3,2,3,2,2,3,5,4,5,5,4,3,4,3,5,4,6,6,7,8,5,8,7,8,7,5,6,6,3,6,5,2,6,6,6,4,3,5,6,5,5,6,5,6,3,6,4,2,4,5,5,5,5,6,6,5,6,6,2,4,6,6,5,3,6,"Male","phase_018_subj_6",NA,NA,"王",NA
9,44,6,5,6,5,7,4,3,4,4,4,4,2,2,1,2,-2,1,2,2,5,5,5,5,4,3,4,4,5,5,6,6,5,7,3,4,6,5,6,5,2,4,5,3,3,5,6,6,4,6,2,6,5,5,6,5,3,4,5,2,4,3,4,3,6,3,7,7,7,7,3,7,6,6,7,2,6,3,4,"Male","phase_018_subj_3",NA,NA,"杨",NA
10,680,3,2,4,3,2,3,3,3,4,4,3,-1,1,-1,1,-2,1,1,1,3,3,4,3,3,3,2,2,2,2,4,3,4,4,3,4,4,6,4,4,3,4,5,4,4,3,3,3,3,4,4,3,6,5,4,3,3,3,4,4,3,4,3,5,4,4,3,3,4,4,3,5,2,3,4,6,3,3,4,"Female","phase_018_subj_103",NA,NA,"杨",NA
11,189,6,6,6,4,2,5,2,5,5,5,5,1,-1,1,2,1,2,2,2,5,5,5,5,4,4,4,4,4,4,5,6,7,7,6,6,5,7,8,7,6,4,4,5,5,4,7,4,5,5,3,3,5,4,6,4,6,4,6,4,5,3,6,3,7,5,5,6,7,7,3,7,4,4,6,6,7,6,6,"Male","phase_018_subj_28",NA,NA,"罗",NA
12,117,6,5,5,5,5,4,4,4,4,4,4,2,-1,1,1,-1,1,1,1,5,5,5,4,4,3,4,3,4,4,7,6,7,8,5,4,7,6,6,3,4,5,5,5,3,5,2,4,3,3,3,5,6,4,5,3,3,5,5,3,3,3,3,3,6,3,5,7,7,6,6,2,2,2,6,3,7,2,3,"Male","phase_018_subj_15",NA,NA,"王",NA
13,312,5,3,5,3,2,5,3,4,5,4,5,2,2,1,2,-1,1,2,2,5,4,4,4,4,4,4,4,5,4,5,6,6,6,4,5,5,6,5,3,3,6,5,5,3,5,2,4,3,4,3,6,4,3,4,3,4,5,5,3,4,3,4,2,5,3,5,5,6,5,5,5,5,6,5,5,5,4,4,"Female","phase_018_subj_46",NA,NA,"向",NA
14,112,5,4,4,3,3,4,4,3,4,4,4,2,-1,-1,-1,-1,1,2,2,4,4,5,2,3,3,3,4,3,4,6,8,4,8,8,6,4,4,8,5,5,2,3,4,3,3,3,4,2,4,2,5,5,2,6,3,4,3,5,3,4,3,3,3,5,3,3,6,6,3,3,6,4,6,3,3,7,3,4,"Female","phase_018_subj_13",NA,NA,"季",NA
15,391,6,6,5,6,6,4,3,4,4,4,4,2,2,1,2,-1,1,1,1,4,5,4,4,5,2,4,4,4,3,5,6,6,7,4,5,6,4,4,3,3,5,5,6,3,5,2,5,5,3,3,2,3,3,3,5,3,5,5,5,3,3,5,4,6,3,5,7,7,6,6,3,2,2,5,3,5,3,3,"Female","phase_018_subj_59",NA,NA,"董",NA
16,332,6,5,5,6,6,4,2,3,4,4,5,2,2,2,3,1,2,3,2,5,4,5,2,5,4,4,4,5,5,6,7,7,8,7,7,8,8,8,6,5,5,6,6,5,5,2,5,3,3,2,6,7,6,3,3,7,3,3,4,3,3,5,2,7,5,5,7,7,5,7,7,7,5,7,3,1,3,6,"Female","phase_018_subj_50",NA,NA,"刘",NA
17,277,7,6,6,7,6,5,5,4,5,4,5,3,3,2,1,3,2,3,3,5,4,5,5,4,5,5,5,5,4,8,9,8,9,8,7,8,9,9,6,6,7,7,7,6,6,1,6,6,6,6,7,7,7,6,6,7,7,7,7,7,7,6,6,7,7,7,7,7,6,7,7,6,6,7,7,7,6,6,"Male","phase_018_subj_41",NA,NA,"魏",NA
18,627,5,5,6,5,5,4,4,4,4,4,4,2,1,1,2,-1,-1,2,2,5,4,5,4,4,3,4,4,4,4,6,7,6,8,4,4,8,7,7,2,3,5,6,5,3,6,2,5,3,3,3,5,3,3,3,5,3,4,5,3,5,3,3,5,6,3,5,7,7,6,5,3,1,2,5,3,6,3,3,"Male","phase_018_subj_97",NA,NA,"徐",NA
19,190,5,6,5,5,2,4,2,5,4,5,4,2,3,3,3,3,2,2,3,4,5,5,5,3,4,3,4,4,5,7,8,8,7,8,9,7,6,7,5,7,2,7,5,2,3,7,1,7,5,6,1,2,6,2,5,2,6,1,3,6,5,5,3,3,3,1,7,7,7,1,7,2,5,3,6,3,5,6,"Male","phase_018_subj_29",NA,NA,"于",NA
20,318,5,5,4,6,4,4,4,4,4,4,4,2,-1,2,-2,2,3,2,2,4,5,5,2,4,5,4,4,5,4,6,7,4,6,6,6,7,6,7,5,5,6,6,5,5,3,2,6,3,3,3,6,3,6,7,5,6,6,5,3,6,3,3,6,7,5,6,5,7,7,6,7,7,6,7,7,7,5,6,"Female","phase_018_subj_47",NA,NA,"张",NA
21,332,7,7,7,7,6,5,5,5,5,5,5,3,2,3,3,3,3,3,3,5,5,5,5,5,5,5,4,5,4,8,7,8,8,7,6,7,9,8,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,"Male","phase_018_subj_51",NA,NA,"王",NA
22,48,5,4,5,4,2,5,4,4,4,4,4,2,2,1,2,-1,1,1,2,5,4,5,4,4,3,4,4,4,4,4,4,5,6,4,5,4,5,5,3,3,5,6,5,3,6,2,4,3,3,3,6,3,3,4,3,4,5,5,3,4,3,4,3,6,4,5,6,6,5,6,6,5,5,5,6,6,4,5,"Female","phase_018_subj_4",NA,NA,"孟",NA
23,75,7,7,7,7,7,5,5,5,5,5,5,3,2,3,3,3,3,3,3,5,5,5,5,5,5,5,4,5,5,7,8,8,7,8,6,8,8,8,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Male","phase_018_subj_5",NA,NA,"张",NA
