"V1","ParticipantID","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","friend_name","ID","trap1","correct_answer","trap1_item"
64,155,3,3,4,4,4,3,3,4,4,4,4,4,4,4,5,4,5,4,4,5,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,3,4,3,4,4,3,2,1,NA,"phase_018_subj_23",2,NA,NA
65,476,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,4,4,4,3,3,4,4,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,5,4,4,2,4,4,2,1,NA,"phase_018_subj_74",3,NA,NA
66,308,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,4,4,4,3,2,2,2,2,2,2,2,2,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,4,4,3,2,4,2,2,2,2,2,NA,"phase_018_subj_45",5,NA,NA
67,123,3,3,3,4,4,3,3,3,3,3,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,3,2,2,4,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,4,3,4,2,3,4,3,4,2,1,NA,"phase_018_subj_17",1,NA,NA
68,368,3,3,3,3,3,3,3,4,3,3,4,4,2,4,4,4,4,4,4,5,3,4,2,3,4,2,2,4,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,5,4,3,2,4,4,3,4,4,4,NA,"phase_018_subj_57",5,NA,NA
69,512,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,3,5,5,2,1,1,2,2,2,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,2,4,3,2,1,4,4,2,NA,"phase_018_subj_77",1,NA,NA
70,618,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,5,4,5,5,4,5,3,3,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,4,5,5,2,4,3,2,1,NA,"phase_018_subj_94",NA,NA,NA
71,168,4,3,4,4,3,4,3,2,4,4,5,4,5,4,5,4,4,4,5,5,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,1,1,1,2,3,2,3,1,NA,"phase_018_subj_26",3,NA,NA
72,251,3,4,4,3,3,3,3,4,4,3,4,4,3,5,4,4,4,3,4,5,2,4,5,2,2,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,2,5,2,4,1,3,2,NA,"phase_018_subj_38",3,NA,NA
1,685,4,3,4,4,3,4,3,4,4,4,5,4,4,4,4,4,5,4,5,4,1,2,1,2,2,2,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,4,1,1,3,2,2,4,2,2,1,NA,"phase_019_subj_53",NA,NA,NA
2,644,3,2,3,3,2,2,2,2,3,3,3,4,2,4,1,2,2,1,4,4,2,4,3,2,3,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,5,2,4,4,5,4,NA,"phase_019_subj_49",1,NA,NA
3,374,4,4,3,3,3,3,3,3,3,3,4,4,2,4,3,4,2,1,3,4,4,3,4,4,4,5,2,4,5,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,4,2,4,1,2,2,4,2,2,2,NA,"phase_019_subj_30",2,NA,NA
4,509,2,2,1,2,2,2,2,1,1,2,4,1,1,3,1,2,1,1,2,2,4,4,3,4,2,2,3,4,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,5,4,5,5,5,4,5,2,2,NA,"phase_019_subj_39",3,NA,NA
5,487,3,4,4,3,3,3,4,4,3,4,4,1,4,5,5,5,4,5,4,4,2,1,2,4,2,1,3,5,3,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,4,2,2,3,3,4,3,2,3,2,NA,"phase_019_subj_38",3,NA,NA
6,140,4,4,4,4,3,4,4,4,4,4,4,4,5,4,5,4,5,5,4,5,3,4,5,2,5,5,4,3,3,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,4,2,3,2,2,2,3,3,4,1,NA,"phase_019_subj_12",NA,NA,NA
7,617,3,4,4,4,4,4,3,1,4,4,5,5,4,5,4,4,5,4,5,4,1,2,1,4,1,2,1,5,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,5,1,1,2,NA,1,3,2,1,1,NA,"phase_019_subj_44",5,NA,NA
8,171,3,3,4,3,2,3,3,4,4,4,4,4,3,4,2,4,4,4,4,3,1,3,1,1,3,3,4,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,3,5,5,3,1,1,1,NA,"phase_019_subj_17",1,NA,NA
9,619,3,3,4,4,3,4,3,3,4,4,4,4,4,4,5,3,4,4,5,4,1,2,2,1,2,2,2,1,2,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,4,1,2,2,1,1,4,2,2,1,NA,"phase_019_subj_46",4,NA,NA
10,16,3,3,4,3,3,3,4,4,4,4,4,4,4,3,4,2,4,5,4,4,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,1,2,2,4,2,2,1,NA,"phase_019_subj_1",4,NA,NA
11,524,2,2,2,2,2,2,2,2,2,2,4,2,1,3,2,2,2,2,3,2,2,3,2,2,2,2,3,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,3,4,3,4,4,3,4,3,3,NA,"phase_019_subj_40",1,NA,NA
12,531,4,3,4,4,3,4,3,4,4,3,5,4,5,4,4,4,4,4,5,4,1,1,2,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,2,2,1,3,3,2,2,2,NA,"phase_019_subj_41",2,NA,NA
13,36,3,3,3,3,3,2,2,2,3,3,3,2,2,3,2,3,2,2,3,2,5,4,4,5,5,4,5,5,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,5,4,3,NA,2,4,4,1,3,NA,"phase_019_subj_3",1,NA,NA
14,350,4,3,4,3,3,3,4,3,4,4,5,3,4,5,5,4,4,5,4,1,1,2,1,2,1,2,2,1,2,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,4,2,2,3,3,1,2,2,1,2,NA,"phase_019_subj_28",2,NA,NA
15,232,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,2,1,3,2,4,5,4,4,4,5,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,4,2,4,4,4,3,4,3,NA,"phase_019_subj_20",3,NA,NA
16,622,4,4,3,3,3,4,4,1,4,4,5,5,4,4,5,5,5,5,4,4,1,2,2,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,5,4,1,1,4,5,1,5,NA,"phase_019_subj_47",5,NA,NA
17,352,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,2,2,2,3,3,4,4,4,3,4,3,4,2,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,3,4,3,3,4,3,4,3,3,NA,"phase_019_subj_29",NA,NA,NA
18,63,4,3,3,3,4,3,4,3,3,4,4,3,4,4,5,5,4,4,4,4,1,1,2,2,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,3,2,3,3,4,3,NA,"phase_019_subj_5",1,NA,NA
19,420,3,3,3,3,3,3,3,3,3,4,4,2,1,4,4,4,4,4,4,4,1,4,3,1,4,4,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,4,5,4,2,2,4,2,2,2,1,NA,"phase_019_subj_33",1,NA,NA
20,88,3,4,4,3,2,4,4,3,4,4,4,5,2,5,4,4,4,4,4,5,2,2,2,1,2,2,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4,3,4,2,4,2,2,4,4,1,NA,"phase_019_subj_8",1,NA,NA
21,164,4,4,4,4,4,4,4,2,4,4,5,5,5,4,5,5,5,5,5,5,1,1,1,1,2,2,1,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5,1,1,1,2,1,1,1,1,1,NA,"phase_019_subj_16",1,NA,NA
22,424,4,3,4,4,4,4,3,4,4,4,5,4,3,5,4,4,5,4,5,4,1,2,1,2,2,1,1,1,2,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,4,2,4,5,1,4,5,2,3,1,NA,"phase_019_subj_34",NA,NA,NA
23,456,3,4,3,3,4,3,4,2,3,4,4,4,5,4,4,4,4,5,4,4,1,1,2,1,2,2,2,5,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,4,2,2,1,2,4,3,3,2,2,NA,"phase_019_subj_37",5,NA,NA
24,146,3,4,4,3,4,3,3,3,4,4,4,4,5,4,4,4,4,5,4,5,2,1,2,2,1,2,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,4,2,3,4,2,3,4,2,2,1,NA,"phase_019_subj_14",1,NA,NA
25,111,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,5,2,3,3,3,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,4,2,4,2,2,3,4,2,NA,"phase_019_subj_10",5,NA,NA
26,618,3,3,3,3,3,2,2,1,3,3,3,2,1,3,4,2,3,3,3,2,2,3,1,2,3,2,2,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,5,2,5,4,4,5,2,2,NA,"phase_019_subj_45",NA,NA,NA
27,598,3,4,4,3,4,3,3,1,4,4,4,4,3,4,5,4,5,4,4,5,2,1,2,1,2,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,2,1,2,2,4,4,2,1,NA,"phase_019_subj_43",3,NA,NA
28,443,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,2,2,4,2,2,2,2,3,2,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,4,2,4,2,3,4,4,4,3,2,NA,"phase_019_subj_36",NA,NA,NA
29,646,3,4,4,3,4,4,3,4,4,4,4,5,4,4,5,5,4,4,4,4,3,4,5,3,5,5,3,4,3,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,4,3,4,2,2,2,3,4,2,1,NA,"phase_019_subj_50",1,NA,NA
30,105,3,2,3,3,2,3,3,2,3,3,3,2,2,3,2,4,2,2,3,2,2,4,2,2,4,3,2,2,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,3,4,4,2,4,2,2,3,4,2,NA,"phase_019_subj_9",1,NA,NA
31,70,3,3,4,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,4,5,1,3,2,2,3,2,2,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,2,4,1,4,3,4,4,3,2,NA,"phase_019_subj_6",5,NA,NA
32,297,3,4,3,3,3,3,4,2,3,4,4,1,2,3,4,4,4,2,5,2,4,3,2,5,2,3,4,5,4,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,4,3,4,3,4,3,4,2,3,4,NA,"phase_019_subj_24",1,NA,NA
33,202,2,3,4,3,3,3,3,3,3,3,4,5,5,4,5,4,5,5,4,5,2,2,2,2,2,2,2,4,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,2,2,2,2,2,2,NA,4,2,NA,"phase_019_subj_19",2,NA,NA
34,39,3,4,3,3,2,3,3,3,3,3,4,3,2,3,3,4,3,2,4,3,3,4,3,2,2,2,4,3,3,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,5,4,5,3,3,4,5,4,4,2,NA,"phase_019_subj_4",2,NA,NA
35,341,3,3,4,3,3,3,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,2,3,3,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,5,3,4,2,4,5,4,5,3,3,NA,"phase_019_subj_26",2,NA,NA
36,394,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,3,4,4,2,2,2,3,3,5,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,5,1,2,2,4,4,2,4,5,3,NA,"phase_019_subj_31",3,NA,NA
37,192,3,4,3,3,3,4,3,4,3,3,4,3,2,5,4,4,5,4,4,3,3,2,2,3,1,1,2,3,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,5,4,4,2,3,3,4,5,3,4,NA,"phase_019_subj_18",1,NA,NA
38,162,4,4,4,3,3,3,3,3,3,3,4,4,3,4,3,4,4,3,4,4,3,2,2,3,2,2,2,2,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,3,2,2,2,4,4,4,3,1,NA,"phase_019_subj_15",1,NA,NA
39,274,4,4,4,4,3,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,2,2,1,1,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,5,1,1,3,2,3,2,3,5,4,NA,"phase_019_subj_23",5,NA,NA
40,344,3,3,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,5,5,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4,4,4,2,2,3,4,3,5,2,NA,"phase_019_subj_27",2,NA,NA
41,315,3,3,3,3,3,3,3,2,3,3,3,4,2,4,3,4,3,3,4,4,2,2,2,2,2,2,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,2,2,3,4,2,3,2,NA,"phase_019_subj_25",2,NA,NA
42,667,3,3,4,3,3,4,3,4,4,4,4,5,5,4,4,4,4,4,4,5,1,2,3,1,4,2,1,2,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,4,1,1,1,2,1,4,4,2,3,NA,"phase_019_subj_52",NA,NA,NA
43,691,4,4,3,4,4,4,3,3,4,4,4,4,3,5,5,5,4,4,4,5,4,4,5,2,4,3,2,2,4,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,5,2,3,2,4,4,4,2,3,2,NA,"phase_019_subj_54",3,NA,NA
44,245,3,3,3,3,3,3,3,3,2,3,4,3,3,3,4,4,3,4,4,5,3,4,3,2,2,2,2,3,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,4,4,4,2,4,4,4,2,3,4,NA,"phase_019_subj_21",3,NA,NA
45,635,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,4,4,2,2,2,2,2,2,2,4,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,4,3,2,2,3,4,3,3,3,1,NA,"phase_019_subj_48",1,NA,NA
46,26,3,2,3,3,3,2,2,3,3,3,2,2,2,3,2,2,3,2,3,2,3,3,4,1,2,3,1,2,2,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,4,4,1,2,2,4,4,3,3,3,NA,"phase_019_subj_2",4,NA,NA
47,531,3,3,3,3,2,3,3,3,3,4,4,4,2,3,4,4,4,3,3,4,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,5,5,4,2,2,4,1,NA,"phase_019_subj_42",NA,NA,NA
48,270,3,3,4,3,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,5,2,2,3,2,3,3,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,1,2,2,3,2,3,1,NA,"phase_019_subj_22",1,NA,NA
49,142,3,4,3,3,2,3,3,3,3,3,4,3,2,4,1,4,3,1,4,2,5,5,4,4,4,3,3,4,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,5,5,3,5,5,4,2,2,3,NA,"phase_019_subj_13",2,NA,NA
50,432,4,4,4,4,3,4,4,1,4,4,5,5,5,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2,NA,1,3,3,5,3,4,2,NA,"phase_019_subj_35",1,NA,NA
1,111,3,3,3,3,2,3,3,3,3,3,3,2,2,4,3,4,3,2,4,3,4,4,3,4,3,3,2,4,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,4,4,4,4,4,4,4,2,2,NA,"phase_020_subj_2",1,NA,NA
2,411,3,3,3,3,3,4,4,2,4,4,4,3,2,4,4,5,4,3,4,4,5,4,2,5,3,2,3,4,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3,5,2,2,2,4,4,5,2,2,NA,"phase_020_subj_5",1,NA,NA
3,302,3,3,3,3,2,3,2,3,3,3,4,3,4,4,4,2,4,3,4,4,2,3,2,3,1,1,3,3,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,4,4,2,2,2,2,2,2,2,2,NA,"phase_020_subj_3",3,NA,NA
4,531,3,3,3,3,1,3,3,3,3,3,4,2,1,4,4,4,3,3,4,4,5,4,3,4,4,4,3,4,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,2,5,4,4,4,4,NA,2,NA,"phase_020_subj_6",NA,NA,NA
5,78,3,3,3,3,3,3,4,3,3,3,4,3,3,4,2,4,3,3,4,4,4,4,3,2,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,2,2,3,2,3,2,NA,"phase_020_subj_1",3,NA,NA
6,385,4,3,4,4,4,4,3,4,4,4,4,4,2,4,4,5,5,3,4,5,5,5,4,4,4,3,5,5,5,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,4,2,3,1,4,4,5,2,2,3,NA,"phase_020_subj_4",NA,NA,NA
